"","DT25.CNAT.1D.June.2022","DT25.CNAT.1H.Sept.2021","DT25.CNAT.2D.August.2022","DT25.CNAT.2D.June.2022","DT25.CNAT.2H.August.2022","DT25.CNAT.2H.June.2022","DT25.CNAT.2H.Sept.2021","DT25.CNAT.3D.June.2022","DT25.CNAT.3H.August.2022","DT25.CNAT.3H.June.2022","DT25.CNAT.3H.Sept.2021","DT25.MCAV.1D.August.2022","DT25.MCAV.1H.August.2022","DT25.MCAV.1H.June.2022","DT25.MCAV.1H.Sept.2021","DT25.MCAV.2D.August.2022","DT25.MCAV.2H.August.2022","DT25.MCAV.2H.June.2022","DT25.MCAV.2H.Sept.2021","DT25.MCAV.3H.August.2022","DT25.MCAV.3H.June.2022","DT25.MCAV.3H.Sept.2021","DT25.OFAV.1H.August.2022","DT25.OFAV.1H.June.2022","DT25.OFAV.1H.Sept.2021","DT25.OFAV.2H.August.2022","DT25.OFAV.2H.June.2022","DT25.OFAV.2H.Sept.2021","DT25.OFAV.3H.August.2022","DT25.OFAV.3H.June.2022","DT25.OFAV.3H.Sept.2021","DT25.OFRA.1H.August.2022","DT25.OFRA.1H.June.2022","DT25.OFRA.1H.Sept.2021","DT25.OFRA.2H.August.2022","DT25.OFRA.2H.June.2022","DT25.OFRA.2H.Sept.2021","DT25.OFRA.3H.August.2022","DT25.OFRA.3H.June.2022","DT25.OFRA.3H.Sept.2021","DT26.CNAT.1H.August.2022","DT26.CNAT.1H.June.2022","DT26.CNAT.1H.Sept.2021","DT26.CNAT.2D.June.2022","DT26.CNAT.2H.August.2022","DT26.CNAT.2H.June.2022","DT26.CNAT.2H.Sept.2021","DT26.CNAT.3D.August.2022","DT26.CNAT.3D.June.2022","DT26.CNAT.3H.August.2022","DT26.CNAT.3H.June.2022","DT26.CNAT.3H.Sept.2021","DT26.MCAV.1H.August.2022","DT26.MCAV.1H.June.2022","DT26.MCAV.1H.Sept.2021","DT26.MCAV.2D.August.2022","DT26.MCAV.2D.June.2022","DT26.MCAV.2H.June.2022","DT26.MCAV.2H.Sept.2021","DT26.MCAV.3H.August.2022","DT26.MCAV.3H.June.2022","DT26.MCAV.3H.Sept.2021","DT26.OFAV.1H.August.2022","DT26.OFAV.1H.June.2022","DT26.OFAV.1H.Sept.2021","DT26.OFAV.2D.August.2022","DT26.OFAV.2H.August.2022","DT26.OFAV.2H.June.2022","DT26.OFAV.2H.Sept.2021","DT26.OFAV.3D.August.2022","DT26.OFAV.3H.August.2022","DT26.OFAV.3H.June.2022","DT26.OFAV.3H.Sept.2021","DT26.OFRA.1H.August.2022","DT26.OFRA.1H.June.2022","DT26.OFRA.1H.Sept.2021","DT26.OFRA.2D.August.2022","DT26.OFRA.2H.August.2022","DT26.OFRA.2H.June.2022","DT26.OFRA.2H.Sept.2021","DT26.OFRA.3D.August.2022","DT26.OFRA.3D.June.2022","DT26.OFRA.3H.August.2022","DT26.OFRA.3H.June.2022","DT26.OFRA.3H.Sept.2021","DT28.CNAT.1D.Febr.2022","DT28.CNAT.1D.June.2022","DT28.CNAT.1H.Febr.2022","DT28.CNAT.1H.June.2022","DT28.CNAT.1H.Sept.2021","DT28.CNAT.2D.June.2022","DT28.CNAT.2H.Febr.2022","DT28.CNAT.2H.June.2022","DT28.CNAT.2H.Sept.2021","DT28.CNAT.3D.June.2022","DT28.CNAT.3H.Febr.2022","DT28.CNAT.3H.June.2022","DT28.CNAT.3H.Sept.2021","DT28.MCAV.1D.Febr.2022","DT28.MCAV.1D.June.2022","DT28.MCAV.1H.Febr.2022","DT28.MCAV.1H.June.2022","DT28.MCAV.1H.Sept.2021","DT28.MCAV.2D.Febr.2022","DT28.MCAV.2H.Febr.2022","DT28.MCAV.2H.Sept.2021","DT28.MCAV.3D.Febr.2022","DT28.MCAV.3H.Febr.2022","DT28.MCAV.3H.Sept.2021","DT28.OFAV.1D.Febr.2022","DT28.OFAV.1D.June.2022","DT28.OFAV.1H.Febr.2022","DT28.OFAV.1H.June.2022","DT28.OFAV.1H.Sept.2021","DT28.OFAV.2D.June.2022","DT28.OFAV.2H.Febr.2022","DT28.OFAV.2H.June.2022","DT28.OFAV.2H.Sept.2021","DT28.OFAV.3D.Febr.2022","DT28.OFAV.3D.June.2022","DT28.OFAV.3H.Febr.2022","DT28.OFAV.3H.June.2022","DT28.OFAV.3H.Sept.2021","DT28.OFRA.1H.Febr.2022","DT28.OFRA.1H.June.2022","DT28.OFRA.1H.Sept.2021","DT28.OFRA.2D.June.2022","DT28.OFRA.2H.Febr.2022","DT28.OFRA.2H.June.2022","DT28.OFRA.2H.Sept.2021","DT28.OFRA.3H.Febr.2022","DT28.OFRA.3H.June.2022","DT28.OFRA.3H.Sept.2021"
"Arctic95B-14_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360049,0,0,0,0,0,0.001754822,0,0,0.0008880679,0,0,0.0008777446,0,0,0,0,0,0.001633688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001767462,5.700149e-05,0,0,2.492978e-05,0,0,0,0.0003646604,0,0,0,0,0,0,0.0001523296,0,0,0,0,0.0001899723,0.0005382586,0,0,0,4.726345e-05,0,0,0,0,0,0,0,5.505597e-05,0,0,0,0,0.0007788339,0,0,0,0,0,0,0,0,0,0,0.001334548,0,0,0,3.475498e-05,1.584621e-05,0,0,0,0,0.0007419762,0,0.0001307056,0,0,0,0,0,0,0
"Ardenticatenaceae_Prop",0,0,0,0,0,0,1.955875e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.104543e-05,0,0,0.003779542,0,0,0,0,0,0.0003579643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001824048,0,0,0.000461201,0,0,0,9.387298e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.324871e-05,0,0,0,0.001062509,0,0,0,0,0,0,0,2.273141e-05,0,0,0,0,0,0,0
"Arenicellaceae_Prop",0,0.0006311715,0,9.882888e-06,0.001206629,0,0.003833516,0.00176493,0,0,0,0.000202724,0.0008531442,0,0,0.001728235,0,0,0,0,0,0.001459763,0,0,0.02415545,0,0,0.005666038,0,0,0,0,0,0.01014486,0,0,0.01172219,0.01200085,0.004140561,0,0,0,0,6.106684e-05,0,0,0.005934045,0,0.001114626,0,0,0.002335001,0.003275567,0,0,0.0006584145,0.0002842814,0,0,0,0,0.002105967,0,0,0.009574473,0.001732845,0,0,0.003012349,0.0002637604,0,0.0003615473,0.00310864,0.000206477,0,0.001924122,0.0292374,0,0,0.01997693,0.02794101,0.002905669,0,0,0.0006706599,0.006325418,0.0002400615,0,0,0.0004422508,0,0,0,0.002072794,0.00453279,0,0,0.003440998,0,0.0001472888,0,0,0.01105148,0.001803101,0,0,0.003364376,0,0,0.006849627,0.0001152489,0.003087678,0,0.007849164,0.004357102,5.647803e-05,0.0002515882,0.008231965,0.001711391,0.0007943365,0,0,0.0001161988,0.01586384,0,0.002261775,5.543391e-05,0.001253397,0,0,0,0,0
"Azospirillaceae_Prop",0,0,0,0,0,0,0.0002151463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.909359e-05,0,0.0002603598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002936203,0,0,0,0,0,0,0.0002991574,0,0,0,0.0003177239,0,0,0,8.445233e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34214e-05,0,0,0,0.001156175,0,0,0,0,0.0004491086,0,0,0,0,0,0,0,0,0,0,0,0.0007632441,0,0,0.0002035649,0,0,0,0,0,0.0004530651,0,0,0,0,0,0,0,0,0
"Babeliaceae_Prop",0,0.0029314408,0,0,0,0,0.0006454389,0,0,0,0,0,0.0003067485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087221482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021044716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010243211,0,0,0,0.0025679348,0,0,0,0,0
"Bacillaceae_Prop",0,0,0.0001034012,0,0,0.0007066644,0,0,0,0,0.0002705725,0,0,0,0.0003095496,0,0,0,0,0,0.002040326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.524738e-05,0,0,0,0,0,9.112355e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341295,0,0,0.0007016786,0.0138773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006017453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006385362,0,0.000221504,0,0,0,0,0,0,0,0,0,0
"Bacteriovoracaceae_Prop",0,0,0.009850689,0.007850307,0.002561009,0,0.0001173525,0.009677304,0,0,0.001857931,0.004753344,0,6.245845e-05,0,0.0003060416,6.709102e-05,0.001905877,0.001195365,0,4.00064e-05,6.211759e-05,0,0,5.920453e-05,0,0,5.240266e-05,0,0,0,0,0.008716077,0.0007006961,0,0.0004329681,0.0001573839,0,0,0,0.009168971,0.002739469,0.001737071,0.006464361,0.0001858448,0.000512879,0.006198807,0.004578744,0.00698985,0,0.007887119,0.0007029583,0,0.0005593145,0.001063569,0.001956432,0.001998456,0.0004943335,0.0006314171,0.0007344615,0.003927876,0.0002733707,0,0,0.0008966638,9.120239e-05,0,0,0.0006149346,0.002671276,0.0007001262,0,0.001548904,0,0,0,0.0002871379,0,0.00107424,0.0001915,0.0005459894,0.001196452,0,0,0.0008750241,0,0.004366936,7.278609e-05,0,8.102305e-05,0.01698379,0,0.05241998,9.954094e-05,0.006268973,0.003497389,0,0.0002569279,0,0.0001402751,0,0,0.0001534928,0.001867498,0.001717653,0.001820226,0.001540068,0,0,0.003424814,0.0002304979,0.0006158009,0.0004480349,0.001170101,0.0005108327,0,0,0.0003376198,0.003520122,0.002752306,0,6.767908e-05,0.0006536185,0.001740033,0,0.0002159484,0,0.0001936141,0,0,0,0,0
"Bacteroidaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001797226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroidetes BD2-2_Prop",0,0.002931441,5.514731e-05,0.0009289915,0,0,0.0003324988,0.0001192521,0.002379551,0.001900058,0.001010137,0.0001973891,0.002990798,0.007508398,0.001251096,0,0.005484691,0.003106429,0.008700955,0.00736207,0.001080173,0,0.0003536509,0.001369965,0,0,0.0003487481,0,0.00697049,0.007826745,0.0445252,0.02274836,0,0.001203369,0,0.008679407,0.0004838099,0.007313307,0.00200729,0.001410038,0.002001164,0.001929947,0.06099287,0.001155908,0.008409478,0,0.0005589433,0,3.472355e-05,0.0001789869,0,9.340006e-05,0,0.000302962,0,0.005398999,0.0002333653,0.002343507,0.01419865,0.0119503,0.003811322,0.002612209,0.006376775,0,0.0005345496,0,0.0025819,0.0007538289,0.001246489,0.0002413127,0.0007082672,0.0008027013,0.001682493,0.001667699,0.0001004419,0.0002081504,0.002322439,0,0,0.0004700455,0.0002388703,0.001925118,0,0.0008747857,0.001568711,0.002276165,0.0001593135,9.704812e-05,0,0.001556318,0.0005313538,0.0001703876,0.003844201,0.0007026419,0.0001767372,0.0005222345,0.001243225,0.0002661039,0.0002958195,0,0.009365919,0.001621706,0.0007845188,0.001068982,0.004353923,0.004968146,0.0006485855,0.01116073,0.001249562,0,0,0.000789266,0.01255876,0,0,0.001979869,0.005087671,0.0002830048,1.810995e-05,0,0.0001272528,0.0003305863,7.625549e-05,0.002258759,0.0006992218,0.0003296054,0,0.01753736,0,0,0,0.0007314306,0.001075175
"Balneolaceae_Prop",0,0.0003436378,0,3.953155e-05,0.0001970007,0,0.001036614,8.943904e-05,0,0,0,0,0.0006518405,0,0,0.0005400734,0,0,0.001024598,0,0,0,0.0002704389,0,0,0,0,0.002214012,0,0,0,0,0,0.000464592,0,0,0.001317362,0.0008875822,0.0001679741,0.0002014341,0.0004002329,0,0.0001525,4.361917e-05,0.0001548707,0,0.0003656246,0.001719877,0.0006423856,0.0003920666,0,0.004286571,0,0.0006603019,0,0.0004326724,0,0.01151614,0.001372646,0.008048474,0.005478047,0.0001518726,0.001153744,0,0.0006897414,0.00190385,9.388727e-05,0,0.0006107796,2.24477e-05,0,0,0.0006462794,0.001040327,0,0.0001523051,0.0001182333,0.0009431752,0,0.0002654887,0,0.0004587899,0.001165136,0.0001780537,7.771596e-05,5.628848e-05,1.964139e-05,0,0,9.790285e-05,0,0,0,0.03023702,0.0002495114,0,0,0.001596623,0,0,0,0,0.0001876023,0,0,0,0.0001653764,0,0.0007453525,0.0001695954,0,0.001153543,0,0.0003162435,5.408816e-05,0,0,0.01598232,7.696731e-05,4.180719e-05,0,0,0.0003122844,0,0,0.0007558192,0,0,0,0,0,0,0.0004126348
"BD2-3_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BD2-7_Prop",0,0.0005189632,0.0001654419,0,0.0008372528,0,0.00141801,4.770082e-05,0,0,0,0,0,0,0,0.004122561,0,0,0.001610083,0,0,0.001055999,0,0,0.002155045,0,0,0.0005436776,0,0,0,0,0,0.001374735,0,0,0.004342631,0,0,0.0002014341,0.001419007,0,0.0001858594,0,0,0,0.000621982,0.0009111929,5.208532e-05,0,0,0.0007766952,0,0,0.0006135973,0,0,0,0,0,0,0.001164357,0,0,0.004164314,0.002325661,0,0,0.0005152155,0,0,0,0.003736867,0,0,0.001010291,0,0,0.0003776625,0.0008704546,0,0.0008726003,0,0,0.0008203351,0.0005769569,0,0,0,8.102305e-05,0,0,0,0.001416995,0,0,0,0.00100936,0,0,0,0,0.0009266418,0,0,0,0.0001602084,0,0,7.593822e-05,0.0001152489,0.002246372,0,0.01541371,0.0002764506,0.0003388682,0,0.0007248895,7.243982e-05,0,0,0,0,0.0004136681,0,0.001005865,0.0002633111,0,0,0,0,0,0
"Bdellovibrionaceae_Prop",0,0.0001402603,0.008768423,0.0008268683,0.001625255,0,0.001437568,0.0009719042,0,0.0001483672,0.0007125077,0,0.001303681,8.030373e-05,0,0.002286311,0.0008805696,0.0004352002,0.0006261435,0,0,0.0007919993,0,0,0.0009472724,0,0,0.001395221,0,0,0,0.0005164581,0,0.0005978766,0.00115989,0.0002686006,0.000839381,0.0007119149,0.0004283339,0,0.001855625,0,0,0.001142822,0,0,0.0004748917,0.00132123,0.001791735,0,0.001160215,0.001617296,0,0,0,0.0003198013,0.0008316291,0.001849173,0.0006259265,0.0001377115,0,0.0007897375,0,0,0.001094964,0.0007410194,6.03561e-05,0,0.0007063438,3.928347e-05,0,0,0.0007943099,0.0004129541,0,0.002695801,0.0003378093,0.0002958981,0.00014547,0.001283921,0.0003685428,4.048146e-05,0,0.0001470879,0.0005641603,0.000112577,0.0004539344,0,0,0.0002059336,0.0008048447,0,0.004310479,0.001182781,0.001653013,0,0.0002046773,0.0009634795,0,0,0,0,0.0001023285,0.0002833445,0,0,0.001571076,0,0,0.001174511,8.5184e-05,0.0005897812,0,0.002770293,0.0007392049,0.0002384628,0,0.001375304,0.0005116062,0.0004529112,0,0,4.357457e-05,0.001063718,6.315552e-05,0.0001477541,0.00063749,0.0003702446,0,0,0,4.264902e-06,0
"Beggiatoaceae_Prop",0,0,0.0001792288,0.0001120061,0,0,0,0,0,0,0,0.0002880814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003998538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.722594e-05,0,0,0,0,0,0,7.524738e-05,0.0008613301,0,0,0,0,0,0,0,4.741972e-05,6.840179e-05,0,0,0,3.367155e-05,0,0,0.0007545944,0,0,0,0.0004475973,0,0,3.481818e-05,0,0.0006342095,0,0,0,0,0.0007398258,0,0,5.739133e-05,0.000597773,0,0,0,0,0,0,0,0,7.715129e-05,0,0,0,0,0,0,0.0003230008,0,0,0.002850214,6.51407e-05,0,0,0,0,0,0,0,0.001050377,0.003567546,0,0,0,0.0003742712,0,2.273141e-05,0,0,0,0,0,0,0
"Beijerinckiaceae_Prop",0,0,5.514731e-05,0,0,0.0003492237,0,0,0,0,0,0,0.0005751534,0,0,0.001044142,0.0008302513,0,0,0.0003476188,0.0003200512,0,0.001581028,0,0,0.0113228,0,0,0.0008772206,0,0.001799697,0.001847952,0.001006645,0,0.008796691,0.0001322958,0,0.001248162,0.0001679741,0.0005035851,0,0.0006628693,0,0,0,0.0004160018,0,0.0001025092,0,0,0,0.0001032316,0.0008760236,0,0,9.405922e-05,8.06171e-05,0.001153445,0,0.0002448205,0,0,0,5.241337e-05,1.724353e-05,0,0,0,0,0,0.0002116661,0.0002918914,0,0.0001350042,0,0,0,0,0.0001762425,0,5.459894e-05,0,0.0003825821,0,0,0,0,0.0002224019,6.155949e-06,0,0,0.0002555814,0,0,4.158523e-05,0,0,0,0,0,0.0007003776,0,0,0,0.0004946405,0,0,0.0002082021,0,3.290656e-05,0,0.0005811079,0,0,0,0.0005804686,0,0,0,0,0.0002908635,0,0,5.909545e-05,0,0,2.771695e-05,0,0,0.0003436894,4.531371e-05,3.198676e-05,0.002641444
"Bernardetiaceae_Prop",0,0,0,0.000790631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacteriaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661985e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008573317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIrii41_Prop",0,0,0,3.294296e-05,0.0001970007,0,0.0119993,0,0,0,0,0,0,0,0,0.0007200979,0,0,0.001349868,0,0,0.0006211759,0,0,0.0004736362,0,0,0.002541529,0,0,0,0,0,0.001603223,0,0,0.0006295357,0,7.558833e-05,0,0,0,0,0,0,0,0.0007312491,0,6.597474e-05,0,0,0.0001868001,0,0,0.001336279,0,0,0,0,0,0,0.0001316229,0,0,0.001207047,0.0006384167,0,0,0.00231847,0,0,0,0.001837744,0,0,0.0002944566,0,0,0.0009259726,0.002502557,0,5.397528e-05,0,0,0.0001467968,0.0005523307,0,0,0,0,0,0,0,0.001323309,9.356677e-05,0,0,0.001734263,0,0,0,0,0.001114244,0,0,0,9.560822e-05,0,0,2.531274e-05,0,0,0,0.001391472,0,0,0,0.0008440495,0,2.787146e-05,0,0,0.0001161988,0.005351421,0,0.0005910165,0,0,0,0,0,0,0
"Blastocatellaceae_Prop",0,0.06822613,0.01121558,0.001439607,0.05961733,0.04773683,0.002366609,0.004805858,0.02271612,0.01433419,0.1567066,0.0006188416,0.01960314,0.03051542,0.03737811,0.001584215,0.002549459,0.0337055,0.06080098,0.0008069722,0.03407879,0.06061124,0,0.0003362642,0,0,0,0.003190012,0,0,0.001098854,0,0.0337349,0.0001370927,0.02801187,0.03855421,0.003707266,0.01494097,0.03308249,0,0.00196478,0,0,0.007807831,0.02460895,0.02171757,0.004643852,0.000387257,0.008048919,0.08366361,0.03441972,0.003219844,0.3139592,0.03765274,0.1679757,0.05699989,0.008655731,0.05021146,0.05079888,0.007390519,0.07450144,0.05720534,0,0,0.0005388605,0.000114003,0,0,0.0006523293,0.0007744455,0.002214353,0.01672737,0.003278333,0.00579724,0.0038409,0.0003350713,8.445233e-05,0.0172299,0.005485898,0.01068918,0.002347754,0.001322394,0.02359836,0.0002438562,0.0004691741,0,0,0.04528104,0.0001908344,0.01122169,0.01341668,0.1564008,0.03457709,0.0004801387,0.007818023,0.02362716,0.0749422,0.007322444,0.002384241,0.00667008,0.1109859,0.07856697,0.02990836,0.002846324,0.04087579,0.08309867,0.003584016,0.01839849,0.2949294,0.0008024138,0.0004158983,0.01704294,0,0.008222332,0.0001021665,0.002623091,0.0002550824,0.003167668,0,0,0,0,0,0.001687503,0.0001804443,0.0003750682,0,0,0,0,0,0,0
"Blattabacteriaceae_Prop",2.835894e-05,0,0,0.0001383604,0,0,0,0.0001073268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333652e-05,0,0,0,0,0,0,0,0.0006661518,0,0,0,0,0,0,0,0.0001983006,0.002006453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004010554,0,0,0,5.063941e-05,0.0009884743,0,0,0,0,0,0,0.00779042,1.768486e-05,0,0,0,0,2.575859e-05,0,0,1.808804e-05,0,0,0,0,0,0,0,0,0,0,0.0003078298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bogoriellaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007119149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004570558,0,0,0,0,0,0,0,0.0004545613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.048146e-05,0,0,0,0,4.364754e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkholderiaceae_Prop",0,0,0,0,0,0,0.0003129401,0,0,0,0,0,0,0,0,0,0,0,0,0.0006083329,0.0003533899,0.0003416467,0,0,0.0001065682,0,4.081095e-05,8.515433e-05,0,0,0,0.001492887,0.0002741677,0.0001104358,0,0,0.001323191,0.0006471953,0,0,0,0.0003109033,0,0,0,0,5.463356e-05,0,3.81959e-05,0,0,4.915792e-05,0,0.0003884129,0,0,0,0.0001830865,0,0,0,0,0,0,0,0,0,5.822256e-05,0,0,0,0,0.000101094,0,0,0,0,0,0,0,0,0,0.0001043406,0,0,0,0,0,0,0,0,0,0,8.783024e-05,0,0,0,0,0,0,0,0,1.136984e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001390199,0,0,0,0,0,0,0,1.704855e-05,0,0,2.146125e-05,0,0,0,0
"Caedibacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001184091,0,0,0,0,0,0,0,0,8.758702e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008200736,7.639181e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003060727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.98613e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.842407e-05,0,0,0,0,0,0,1.264974e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002581522,0,0,0,0,0
"Caldicoprobacteraceae_Prop",1.181622e-05,0.002426504,0.003805165,0.009233911,0,0.001573561,0.0002542638,0.003243656,0.009837111,0.009227485,0.006484722,0.0001813846,0.00118865,0.002873089,0,0,0.0001257957,0.002191008,0.003008742,0.003215474,0.006634395,0,0.0125026,0.003599273,0,0.00569486,0.002628596,0,0.002153655,0.002950801,0.003703223,0.003558719,0.001239893,0,0.002894594,0.0008058018,0,0,0.001511767,0.0009064532,0,0.008758088,0.004000743,0.01141077,0.01960663,0.002467518,0.0001723058,0.00506851,0.0008507269,0.01877658,0.001171935,0,0,0,0,0.003216825,0.001009835,0.0005309508,0.000197661,0.0001377115,0.0007342914,0.001103607,0.003648326,0.01517367,8.621767e-05,0,0.01325822,0.008809992,0,0.0002805962,0.002539993,6.633895e-05,0,0.000206477,0.0002932905,0,0,0.003224057,9.231751e-05,0,0.0005255148,0.0008186251,0.002052031,0.0001703123,0.0008289702,0.001291117,0.001933586,0.01515568,0.009988027,0.005158468,0.0009454972,0.005231903,0.01053788,0,0.0002079261,0,0.02170337,9.175996e-05,3.858515e-05,0.0002244401,0.002418695,0.005200374,0.0004263689,0.0002876376,0.001543713,0.001413352,0.0006666736,0.01600416,0.002411435,0,0,0.0006244742,0.001254498,0,1.802939e-05,0.00204576,0.002225856,0,0,0,0.0003385833,0.0002811285,3.994335e-05,0.00112938,0.001732266,3.409711e-05,0,0.007004076,0,5.92568e-05,0.0001982475,0.0004243577,0.0006073286
"Caldilineaceae_Prop",0,0,0,0,0,0,0.002239477,0,0,0,0,0,0,0,0,0.002466335,0,0,0,0,0,0,0,0,0.0001065682,0,0,0.0004257716,0,0,0,0,0,0.0003998538,0,0,1.74871e-05,0.0001017021,0.0002603598,0,0,0,0,0,0,0,0,0,0,0,0,0.0002015475,0,0,0,0,0,0,0,0,0,0,0,0,0.0001250156,0,0,0,0.0008185278,0,0,0,5.415749e-05,0,0,0.0006599889,0,0,0,0,0,0,0,7.741466e-06,0,0,0,0,0,0,0,0,0,0.0001815158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001170101,0.0002464016,0,0,0.0008688744,0,0,0,0,0,6.566161e-05,0.0001533777,0.02913598,0.0538679,0,0,0,0,0,0
